STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_IS_RRS_PASG_KM,_T,_T,_T,PS_KM,_Z,_Z,_Z,1999,10.0,_Z,COUNT,2,WB_WDI,P1Y,6,A,PU,Annual,Uruguay,"Railways, passengers carried (million passenger-km)",Total,All age ranges or no breakdown by age,Total,Persons per kilometer,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Millions,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_TLF_CACT_FM_ZS,F,_T,_T,RO,_Z,_Z,_Z,1999,67.07337340387225,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Female,All age ranges or no breakdown by age,Total,Ratio,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_TLF_CACT_FM_NE_ZS,F,_T,_T,RO,_Z,_Z,_Z,1999,67.07261755852153,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Ratio of female to male labor force participation rate (%) (national estimate),Female,All age ranges or no breakdown by age,Total,Ratio,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_PX_REX_REER,_T,_T,_T,IX,_Z,_Z,_Z,1999,114.4351977549319,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Real effective exchange rate index (2010 = 100),Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_FR_INR_RINR,_T,_T,_T,PA,_Z,_Z,_Z,1999,45.969194412856744,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Real interest rate (%),Total,All age ranges or no breakdown by age,Total,Percent per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SM_POP_RHCR_EA,_T,_T,_T,PPL,_Z,_Z,_Z,1999,83.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Refugees under the mandate of the UNHCR by country or territory of asylum,Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SM_POP_RHCR_EO,_T,_T,_T,PPL,_Z,_Z,_Z,1999,36.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Refugees under the mandate of the UNHCR by country or territory of origin,Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,77.11664117892396,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_EG_FEC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,33.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Renewable energy consumption (% of total final energy consumption),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_ER_H2O_INTR_PC,_T,_T,_T,M3,_Z,_Z,_Z,1999,28334.227100981403,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Renewable internal freshwater resources per capita (cubic meters),Total,All age ranges or no breakdown by age,Total,Cubic meters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_ER_H2O_INTR_K3,_T,_T,_T,M3,_Z,_Z,_Z,1999,92.2,_Z,NUMBER,2,WB_WDI,P1Y,9,A,PU,Annual,Uruguay,"Renewable internal freshwater resources, total (billion cubic meters)",Total,All age ranges or no breakdown by age,Total,Cubic meters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Billions,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_REPT_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,6.4896,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Repeaters, primary, female (% of female enrollment)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_REPT_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,1999,9.29371,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Repeaters, primary, male (% of male enrollment)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_REPT_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,7.93127,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Repeaters, primary, total (% of total enrollment)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_GB_XPD_RSDV_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,1999,0.22417,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Research and development expenditure (% of GDP),Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SP_POP_SCIE_RD_P6,_T,_T,_T,10P6PS,_Z,_Z,_Z,1999,223.02794,_Z,COUNT,2,WB_WDI,P1Y,6,A,PU,Annual,Uruguay,Researchers in R&D (per million people),Total,All age ranges or no breakdown by age,Total,Per 1 000 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Millions,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_BN_RES_INCL_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,-1.09573489825801E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Reserves and related items (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_GC_REV_XGRT_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,1999,24.12256312063973,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Revenue, excluding grants (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_GC_REV_XGRT_CN,_T,_T,_T,XDC,_Z,_Z,_Z,1999,6.5604E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Revenue, excluding grants (current LCU)",Total,All age ranges or no breakdown by age,Total,Domestic currency,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SP_RUR_TOTL,_T,_T,RUR,PS,_Z,_Z,_Z,1999,286979.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Rural population,Total,All age ranges or no breakdown by age,Rural area,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SP_RUR_TOTL_ZS,_T,_T,RUR,PT,_Z,_Z,_Z,1999,8.819218640741198,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Rural population (% of total population),Total,All age ranges or no breakdown by age,Rural area,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SP_RUR_TOTL_ZG,_T,_T,RUR,PC_A,_Z,_Z,_Z,1999,-0.7232155624713421,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Rural population growth (annual %),Total,All age ranges or no breakdown by age,Rural area,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRE_ENRR,_T,_T,_T,PT,_Z,_Z,_Z,1999,59.5598487854004,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, preprimary (% gross)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRE_ENRR_FE,F,_T,_T,PT,_Z,_Z,_Z,1999,60.2534713745117,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, preprimary, female (% gross)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRE_ENRR_MA,M,_T,_T,PT,_Z,_Z,_Z,1999,58.8956108093262,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, preprimary, male (% gross)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_ENRR,_T,_T,_T,PT,_Z,_Z,_Z,1999,114.67854309082,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, primary (% gross)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_ENR_PRIM_FM_ZS,_T,_T,_T,U,_Z,_Z,_Z,1999,0.986140012741089,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, primary (gross), gender parity index (GPI)",Total,All age ranges or no breakdown by age,Total,Unitless,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_ENR_PRSC_FM_ZS,_T,_T,_T,U,_Z,_Z,_Z,1999,1.06296002864838,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, primary and secondary (gross), gender parity index (GPI)",Total,All age ranges or no breakdown by age,Total,Unitless,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_ENRR_FE,F,_T,_T,PT,_Z,_Z,_Z,1999,113.860557556152,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, primary, female (% gross)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_PRM_ENRR_MA,M,_T,_T,PT,_Z,_Z,_Z,1999,115.462448120117,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, primary, male (% gross)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRR,_T,_T,_T,PT,_Z,_Z,_Z,1999,94.4159698486328,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, secondary (% gross)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_ENR_SECO_FM_ZS,_T,_T,_T,U,_Z,_Z,_Z,1999,1.17151999473572,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, secondary (gross), gender parity index (GPI)",Total,All age ranges or no breakdown by age,Total,Unitless,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRR_FE,F,_T,_T,PT,_Z,_Z,_Z,1999,101.981872558594,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, secondary, female (% gross)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRR_MA,M,_T,_T,PT,_Z,_Z,_Z,1999,87.1390380859375,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, secondary, male (% gross)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_TER_ENRR,_T,_T,_T,PT,_Z,_Z,_Z,1999,33.6197891235352,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, tertiary (% gross)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_ENR_TERT_FM_ZS,_T,_T,_T,U,_Z,_Z,_Z,1999,1.4242399930954,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, tertiary (gross), gender parity index (GPI)",Total,All age ranges or no breakdown by age,Total,Unitless,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_TER_ENRR_FE,F,_T,_T,PT,_Z,_Z,_Z,1999,42.7870216369629,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, tertiary, female (% gross)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_TER_ENRR_MA,M,_T,_T,PT,_Z,_Z,_Z,1999,24.6350193023682,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"School enrollment, tertiary, male (% gross)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_IP_JRN_ARTC_SC,_T,_T,_T,ARTLS,_Z,_Z,_Z,1999,202.75,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Scientific and technical journal articles,Total,All age ranges or no breakdown by age,Total,Articles,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_DURS,_T,_T,_T,YR,_Z,_Z,_Z,1999,6.0,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, duration (years)",Total,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL_GC,_T,_T,_T,PPLS,_Z,_Z,_Z,1999,229597.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, general pupils",Total,All age ranges or no breakdown by age,Total,Pupils,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL_GC_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,55.21849,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, general pupils (% female)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL,_T,_T,_T,PPLS,_Z,_Z,_Z,1999,283838.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, pupils",Total,All age ranges or no breakdown by age,Total,Pupils,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,52.95521,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, pupils (% female)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_TCHR,_T,_T,_T,PS,_Z,_Z,_Z,1999,18986.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, teachers",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_TCHR_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,72.1636962890625,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, teachers (% female)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_TCHR_FE,F,_T,_T,PS,_Z,_Z,_Z,1999,13701.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, teachers, female",Female,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL_VO,_T,_T,_T,PPLS,_Z,_Z,_Z,1999,54241.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, vocational pupils",Total,All age ranges or no breakdown by age,Total,Pupils,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SE_SEC_ENRL_VO_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,43.37494,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary education, vocational pupils (% female)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_BX_TRF_CURR_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,7.84E7,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary income receipts (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_BM_TRF_PRVT_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,4900000.0,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Secondary income, other sectors, payments (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_EMP_SELF_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,22.8826071232836,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Self-employed, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_EMP_SELF_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,1999,29.8694385691729,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Self-employed, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_EMP_SELF_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,27.021566465639,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Self-employed, total (% of total employment) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_BX_GSR_NFSV_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,1.2616E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Service exports (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_BM_GSR_NFSV_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,8.023E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Service imports (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_NV_SRV_TOTL_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,1999,64.1208428822876,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Services, value added (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
